Input;Output
В японию рабочий день очень длинный  он продолжается в среднем 12–14 часов .;Ошибка: японию. Нужно использовать: предложный падеж. Правильно: Японии
А сейчас во сне её видели... ;Предложение правильное.
Экзамены были сложными, в письменной форма с вариантами ответа.;Ошибка: форма. Нужно использовать: предложный падеж. Правильно: форме
Я  понимаю  что  иногда  это  трудно  найти  правильные  слов,  особенно  потому  что  это  такая  грустная  тема,  но  по  моему  это  не  хорошая  фраза,  потому  что  это  подчёркивает  тот,  что  жизнь  легче  если  человек  не  привязаеться  к  чему.;Ошибка: слов. Нужно использовать: винительный падеж. Правильно: слова
лесом , озеро , скалы , тишина .;Ошибка: лесом. Нужно использовать: именительный падеж. Правильно: Лес
На мой взгляд основные глобальные проблемы человечества включают: голод, нищета, болезни например ВИЧ), безграмотность, эксплуатация рабочих и природных ресурсов, дискриминация женщин, торговля людьми, экологические загрязнения.;Ошибка: торговля. Нужно использовать: винительный падеж. Правильно: торговлю
Однако в конце концов оба этих движения мне кажутся очень ограниченными, потому что они определяют Россия как одномерную – она или европейская, или чисто русская страна.;Ошибка: Россия. Нужно использовать: винительный падеж. Правильно: Россию
Я  не  могу  преставит  мир  без  науки,  все  что  мы  видим  и  слышим  общаемся  друг  с  другом  через  интернет  блогодаря  науки.;Ошибка: науки. Нужно использовать: дательный падеж. Правильно: науке
У  меня  есть  многие  время  чем  раньше.;Ошибка: время. Нужно использовать: родительный падеж. Правильно: времени
Несмотря  на  это,  отец,  крепко  державший  ребёнка  за  руку,  заставлял  его  играть  на  пианино,  поэтому  ребенку,  одетому  в  коротких  штанишках  надо  было  учить  первые  ноты.;Ошибка: штанишках. Нужно использовать: винительный падеж. Правильно: штанишки
Люди у графа собираются разные. ;Предложение правильное.
В  исследование,  физические  упражнения  более  статистически  достоверное  чем  что-нибудь  еще,  кажды  раз.;Ошибка: исследование. Нужно использовать: предложный падеж. Правильно: исследовании
Я  слушала  аудио,  в  которых  рассказывается  о  подарках  в  своей  страной  и  России.;Ошибка: страной. Нужно использовать: предложный падеж. Правильно: стране
И вот, в эту самую минуту вдруг проходит мимо собора по площади сам кардинал великий инквизитор. ;Предложение правильное.
Похоже на то, что автор сочувствует читателей, которые понимает причины для отъезда из страны.;Ошибка: читателей. Нужно использовать: дательный падеж. Правильно: читателям
Всё ещё не понимая того, что случилось, Вронский пытался поднять её. ;Предложение правильное.
Мы были на интересную экскурсии в старинных русских городах .;Ошибка: интересную. Нужно использовать: предложный падеж. Правильно: интересной
"Узнав, что приехала Анна, Кити хотела не выходить; но Долли уговорила её. ";Предложение правильное.
Алексей Александрович прошёл в её кабинет. ;Предложение правильное.
Я боюсь, жена бы не остановила.;Предложение правильное.
 Бронзовый бюст Александра Третьего. ;Предложение правильное.
А студентов продолжают учиться и в июне-июле сдают экзамены .;Ошибка: студентов. Нужно использовать: именительный падеж. Правильно: студенты
Моя Настенька так испугалась, что, кажется, поняла наконец, что я люблю её, и ей стало жалко меня. ;Предложение правильное.
Однако, их молчание показывает, что память, история и отношения к этим темам сложные, спорные вещи, на котором надо осторожно смотреть.;Ошибка: котором. Нужно использовать: винительный падеж. Правильно: которые
Оказывается, что 120 миллионов жителей Европы не имеют доступ к питьевой воды и канализации.;Ошибка: воды. Нужно использовать: дательный падеж. Правильно: воде
Наш родной город, мы родились там... ;Предложение правильное.
Она  целый  день  занимается  домашним  хозяйством,  смотрит  за  детям,  кричит  на  их.;Ошибка: детям. Нужно использовать: творительный падеж. Правильно: детьми
 Свадьбу-то здесь справлять будешь ;Предложение правильное.
К нам на балкон прилетает один воробей. ;Предложение правильное.
И как низок, бесчеловечен я, сидя здесь и не идя к нему на помощь ;Предложение правильное.
Много  из  них  очень  нравится  корейскую  музыку  и  дорамо..  девушки.  (;Ошибка: Много. Нужно использовать: дательный падеж. Правильно: Многим
Это правление длилось 40 лет, но в последных 12 их лет монархию управлял не король, а военный диктатор - Мигел Примо ди Ревера.;Ошибка: монархию. Нужно использовать: творительный падеж. Правильно: монархией
якутов очень заботятся о своих лошадях , любят их и ездят на них весь год : весной , летом , зимой и осенью .;Ошибка: якутов. Нужно использовать: именительный падеж. Правильно: Якуты
После исследования можно сказать, что война была проиграна, но она была не проиграна Японии, которая держалась до последних сил, а была проиграна западникам, революционерам и бизнесменам, которые просто использовали Японию как пешку.;Ошибка: Японии. Нужно использовать: творительный падеж. Правильно: Японией
На  праздник « Наурыз»  играются  разные  национальные  игры.;Ошибка: праздник. Нужно использовать: предложный падеж. Правильно: празднике
Утром клауса пошёл на работу .;Ошибка: клауса. Нужно использовать: именительный падеж. Правильно: Клаус
Я  думаю,  что  тенденция  в  Корее  очень  похожа  на  в  Япония.;Ошибка: Япония. Нужно использовать: предложный падеж. Правильно: Японии
Ей  интересуются  жизнь  в  прежние  времена,  особенно  жизнь  женщин.;Ошибка: Ей. Нужно использовать: винительный падеж. Правильно: Её
Погода  мне  не  интересует,  но  я  не  хочу  говорить  о  личных  вещах …  о  чём  сейчас  разговаривать;Ошибка: мне. Нужно использовать: винительный падеж. Правильно: меня
Она  изменила  Антона.;Ошибка: Антона. Нужно использовать: дательный падеж. Правильно: Антону
Когда  я  слышала  как  они  разговаривали  между  с  собой,  для  меня  их  язык  казалось  как  отдельный  вид  искусство.;Ошибка: искусство. Нужно использовать: родительный падеж. Правильно: искусства
Бог дал человеку карты, а Азазель учит, как надо играть. ;Предложение правильное.
Они с мужа живут в Осаке .;Ошибка: мужа. Нужно использовать: творительный падеж. Правильно: мужем
 Если так, то мы не уедем совсем. ;Предложение правильное.
Она была влюблена в одного митрополита и одного священника. ;Предложение правильное.
Клиенты  и  начальники  иногда  раздражают,  но  сама  работа  почти  как  терапия –  можно  ни  о  чем  не  думать  а  просто  сосредоточится  на  продукты  и  на  штрихкоды.;Ошибка: штрихкоды. Нужно использовать: предложный падеж. Правильно: штрихкодах
Не моя, наверное, это судьба. ;Предложение правильное.
эвенков всегда шили одежду и обувь из кожи оленя , поэтому говорили , что олени кормят и одевают их .;Ошибка: эвенков. Нужно использовать: именительный падеж. Правильно: Эвенки
Но вы отвлечь стараетесь меня От моего вопроса, Дон Диего  Я требую... ;Предложение правильное.
Стремление к обособлению было свойственно многим представителям этой волне, например живущим на Брайтон- Бич выходцам.;Ошибка: волне. Нужно использовать: родительный падеж. Правильно: волны
Люди  увидели  Зорьки,  жену  молодого  художника  и  они  кричали  молодого  художника,  как  он  мог  так  поступить.;Ошибка: Зорьки. Нужно использовать: винительный падеж. Правильно: Зорьку
Для  студенты,  мобильники  предоставляют  им  прекрасную  учебную  платформу,  на  которой  есть  масса  учебных  материалов.;Ошибка: студенты. Нужно использовать: родительный падеж. Правильно: студентов
Очень вкусного кофе .;Ошибка: вкусного. Нужно использовать: именительный падеж. Правильно: вкусный
нобелевского лауреат по физике , Эйнштейн полностью изменил наше представление о Вселенной .;Ошибка: нобелевского. Нужно использовать: именительный падеж. Правильно: Нобелевский
В пятницей Кристиан поехал в Париж .;Ошибка: пятницей. Нужно использовать: винительный падеж. Правильно: пятницу
Вместо этого, смотрите на ситуацию так: вы знакомитесь с новым другом, которого просто вопитали немношка по-другому от вас.;Ошибка: по-другому от вас.. Нужно использовать: винительный падеж. Правильно: не так, как вас.
Да он и сам ещё как будто больной;Предложение правильное.
И идеи, которые обсуждались в это время – например, отмены крепостного права, разработка проектов конституций, установление парламента и т.;Ошибка: отмены. Нужно использовать: именительный падеж. Правильно: отмена
Вы знаете , что я из севилью .;Ошибка: севилью. Нужно использовать: родительный падеж. Правильно: Севильи
Какая  паста  вы  хотите;Ошибка: паста. Нужно использовать: винительный падеж. Правильно: пасту
 Знаю, Настенька, знаю ;Предложение правильное.
или в двух тысяч - две тысячи первом годах.;Ошибка: тысяч. Нужно использовать: предложный падеж. Правильно: тысячном
Во сколько раз радиационный фон в районе Чернобыльской станции превышал естественный фон на следующий день после катастрофы Через дня, радиационный фон превышал на 87 раз.;Ошибка: дня. Нужно использовать: винительный падеж. Правильно: день
Лицо титулярного советника её удивило. ;Предложение правильное.
Чему  только  не  интересовался  в  своей  жизни,  строительству,  ветеринарий,  офисной  работе,  программированию,  бизнесу  и  многим  другим  вещам.;Ошибка: Чему. Нужно использовать: творительный падеж. Правильно: Чем
"Вы только что сказали, барон, нашу жизнь назовут высокой; но люди всё же низенькие... ";Предложение правильное.
Мне никто ничего не сказал,  ответила Варя, посмотрела на Фандорина и тут же подумала: «Он улыбнулся ;Предложение правильное.
Это очень большое богатство, иметь возможность говорить многие языков.;Ошибка: языков. Нужно использовать: предложный падеж. Правильно: языках
Первом ректором был немец, Герард Фридрих Миллер, и втором был, всем известный, Михаил Васильевич Ломоносов.;Ошибка: втором. Нужно использовать: творительный падеж. Правильно: вторым
Они долго сидели в кафее и говорили о моде .;Ошибка: кафее. Нужно использовать: предложный падеж. Правильно: кафе
Мы  делали  вместе  плакаты  в  школу  и  вместе  выкладывали  публикаций  в  инстаграм.;Ошибка: публикаций. Нужно использовать: родительный падеж. Правильно: публикации
Серёжа вскочил, подошёл к отцу и, поцеловав его руку, поглядел на него внимательно, желая увидеть радость в получении Александра Невского;Предложение правильное.
 Есть.  Поклянись, что не для того, чтобы жениться на той.  Кляну-сь, чем хотите ;Предложение правильное.
Не вы мной приглашены, а я вами.  Вы не так поняли,  сказала она,  я с вами не пришла... ссориться, хотя я вас не люблю. ;Предложение правильное.
Эти  деревья –  знак  серьезных  усилий  тех,  которые  поддерживают  педантичную  политическую  корректность  в  Америке,  чтобы  разрывать  с  почти  универсальной  американской  традиции  в  интересах  демографического  меньшинства  в  самом  деле,  по  статистике,  уже  празднующий  Рождество  в  большинстве  случаев.  кроме  того, традиция6  и  соответствующая  необходимость  для  того,  чтобы  сохранять  и  поддерживать  привычки  прошлого,  возникают  от  древней  человеческой  необходимости  для  безопасности,  чрезвычайно  важна  для  развивания  человеческого  общества  в  прошлом.;Ошибка: традиции. Нужно использовать: творительный падеж. Правильно: традицией
Во второй фотографии женщина идет, который одета в скромной одежде.;Ошибка: одежде. Нужно использовать: винительный падеж. Правильно: одежду
 Слава богу, всё хорошо закончилось ;Предложение правильное.
Четыре  года  назад,  я  поступила  в  Университет  Внутренней  Монголии  в  магиструтре,  Там  я  училась  два  года.;Ошибка: магиструтре. Нужно использовать: винительный падеж. Правильно: магистратуру
Девушка ждала-ждала, а потом сама вышла на улицу. ;Предложение правильное.
В разных городах создавали свои футбольные команды .;Ошибка: разных. Нужно использовать: предложный падеж. Правильно: разных
Далее  в  университете  мы  сталкиваемся  откровенно  лишными  предметами  которых  нам  не  нужны.;Ошибка: которых. Нужно использовать: винительный падеж. Правильно: которые
Их приказывают не прятаться, не жалеть пуль и не щадить себя, а все-таки» постараться вернуться назад.;Ошибка: Их. Нужно использовать: дательный падеж. Правильно: Им
Событий  закончится  неприятно,  так  как  Павлик  покончит  жизнь  самоубийством.;Ошибка: Событий. Нужно использовать: именительный падеж. Правильно: Событие
Мы  много  времени  разговаривали,  и  когда  я,  наконец,  повесила  трубку,  я  уже  забыла  о  обеде,  который  я  готовила  перед  звонком.;Ошибка: который. Нужно использовать: винительный падеж. Правильно: которого
И они перед ним извинялись ;Предложение правильное.
Пойти ухаживать за крестьянками ;Предложение правильное.
Она ему улыбалась, а потом тайком вытирала руки и ещё очень тихо говорила: «Какой болван» ;Предложение правильное.
Скажите , сколько годы Москве ;Ошибка: годы. Нужно использовать: родительный падеж. Правильно: лет
Они рассказывали мне , что в москву часто ездят на велосипедах .;Ошибка: москву. Нужно использовать: предложный падеж. Правильно: Москве
Но к сожалению, я не могу не согласиться с вами ни о чем, и в полной уверенности считаю, что вы вообще не знаете ничего, о чем вы говорите.;Ошибка: ни о чем. Нужно использовать: предложный падеж. Правильно: ни в чем
В  онлайн  обучении  не  будет  эти  ненужные  предметы  например  физкультура.;Ошибка: физкультура. Нужно использовать: родительный падеж. Правильно: физкультуры
Геронтология изучает медицин и фармакологию связанно со старости и старению.;Ошибка: старости. Нужно использовать: творительный падеж. Правильно: старотсью
"В США, например, слово мигрант означает или иностранные наемные работники, обычно из Мексика, которые в стране нелегально; или рабочие либо американцы, либо иностранцы) на фермах в след за сезонами в разные регионы.";Ошибка: рабочие. Нужно использовать: родительный падеж. Правильно: рабочих
 Вы печатаете свои произведения в журналах ;Предложение правильное.
И самое главное, слова, поющиеся в этой песни, говорят слушателю, что только на колхозном поле в своей стране человек сможет находится на свободе, имея возможность реализовать свои желание и цели.;Ошибка: желание. Нужно использовать: винительный падеж. Правильно: желания
 Что с тобой, Анна ;Предложение правильное.
"Помню: грусть во мне была ужасная; мне даже хотелось плакать. ";Предложение правильное.
За  столом   мы  ждем  старшего,  пока  он  не  съест  хоть  один  ложкт  еды,  это  знак  уважение  к  старшим.;Ошибка: уважение. Нужно использовать: родительный падеж. Правильно: уважения
 Не... не совсем-с.  Отдайте мне,  вдруг предложил князь. ;Предложение правильное.
У нас там такое было... ;Предложение правильное.
Особенно для тех, кто преподаёт и учится, возможность передавать опыт, философию, методику и научить от других, что-то новое – это может сильно рассширить опыт.;Ошибка: новое. Нужно использовать: дательный падеж. Правильно: новому
Эти  выходные  последние  выходные  для  много  моих  друзя.;Ошибка: много. Нужно использовать: родительный падеж. Правильно: многих
Я всё та же… Но во мне есть другая, я её боюсь  она полюбила того, и я хотела возненавидеть тебя. ;Предложение правильное.
Сначала , утром   я  получил  сообщение  от  нашего  менеджера  о  признании  документ  до 14  февраля.;Ошибка: документ. Нужно использовать: родительный падеж. Правильно: документа
ЮНЕСКО пользуется большим авторитетом среди молодежи России и во многих других странах мира.;Ошибка: странах. Нужно использовать: родительный падеж. Правильно: стран
Увидеть дядю, похожего на мать, ему было неприятно, и потому Серёжа старался не смотреть на этого дядю, приехавшего нарушать его спокойствие. ;Предложение правильное.
Был уже шестой час, Вронский сел в карету и велел ехать как можно скорее. ;Предложение правильное.
 проворчал сосед, обращаясь к французу.  Меня ужасно раздражают эти длинные антракты ;Предложение правильное.
Тогда ей было 60 годы .;Ошибка: годы. Нужно использовать: родительный падеж. Правильно: лет
Украинцы также занимают наиболее квалифицированые работы: электрики, бурильщики, сварщики.;Ошибка: электрики,  бурильщики,  сварщики. Нужно использовать: родительный падеж. Правильно: электриков, бурильщиков, сварщиков
сорок минут дороги он смотрел смотрел в окно на индустриальный пейзаж мимо которого он проезжал : это были стены и заборы с яркими граффити .;Ошибка: сорок. Нужно использовать: винительный падеж. Правильно: Сорок
 сказал он с знакомым ей выражением неудовольствия;Предложение правильное.
Лучше я отдам их бедным людям,  сказал он. ;Предложение правильное.
Она была порядочная женщина, подарившая ему свою любовь, и он любил её, и потому она была для него женщина, достойная такого же и ещё большего уважения, чем закон ная жена. ;Предложение правильное.
 сказал уже совсем испуганный слуга;Предложение правильное.
Солнце только вставало, когда Лиза подбежала к лесу, который был на границе отцовского поместья. ;Предложение правильное.
Мы должны только работать и работать, а счастье  это удел наших далёких потомков.;Предложение правильное.
лет  я  изучать  русский  язык  в  школу,  почему  я  хочу  изучать  русский  язык  потому  что  России  хороший  университет.;Ошибка: школу. Нужно использовать: предложный падеж. Правильно: школе
Я живу с кристиана в Милане .;Ошибка: кристиана. Нужно использовать: творительный падеж. Правильно: Кристианом
Это сосну .;Ошибка: сосну. Нужно использовать: именительный падеж. Правильно: сосна
До этого времени услуги регистрации актов гражданского состояние выполняли эту услугу церкви.;Ошибка: церкви. Нужно использовать: именительный падеж. Правильно: церковь
(Идёт к себе за ширму.) ;Предложение правильное.
Наше  окружение  имеет  приямое  отношение  к  процессу  воспитания  в  нас  человека  как  личность.;Ошибка: личность. Нужно использовать: именительный падеж. Правильно: личности
В результате того идея он читал все своих стихов на монотонным голосе.;Ошибка: идея. Нужно использовать: родительный падеж. Правильно: идеи
Мы ходили на футболом и видели , как играют известные российские команды « Динамо » и « Спартак » .;Ошибка: футболом. Нужно использовать: винительный падеж. Правильно: футбол
холодного ветер .;Ошибка: холодного. Нужно использовать: именительный падеж. Правильно: Холодный
"Давно система подсчёта основанного на девять существовала рядом с системой, основанной на десять; следовательно существует слово девятка» рядом со словом десятка».";Ошибка: девять. Нужно использовать: предложный падеж. Правильно: девяти
И в нём 54 букву .;Ошибка: букву. Нужно использовать: родительный падеж. Правильно: буквы
Какие исторические события, люди, идеи, ставят Россию в один ряд с другими европейскими странами, какие события отличают Россию от других европейских стран Я думаю, что стремление к демократии и гражданским правам человека ставит Россию в один ряд с другими европейскими странами, а также участие во Второй Мировой войне, Ялтинская конференция.;Ошибка: Ялтинская конференция. Нужно использовать: предложный падеж. Правильно: Ялтинской конференции
Впереди возвращающихся всадников ехал молодой красивый генерал с весёлыми синими глазами и замечательной бородой;Предложение правильное.
каждым год весной здесь бывает необычный фестиваль : сюда приезжают Деды Морозы со всего мира .;Ошибка: каждым. Нужно использовать: винительный падеж. Правильно: Каждый
Как вы думаете , на какой языке написано слово комета ;Ошибка: какой. Нужно использовать: предложный падеж. Правильно: каком
- Поговорите с алису .;Ошибка: алису. Нужно использовать: творительный падеж. Правильно: Алисой
 Видите ли,  сказала, смеясь, девушка,  вы хотели сначала только два слова, а теперь... ;Предложение правильное.
Она, глядя на него, физически чувствовала своё унижение и ничего больше не могла говорить. ;Предложение правильное.
Что ж за шутки. ;Предложение правильное.
Прочитав  твой  рассказ  на  странице, я  думаю, что  мы  будем  хорошых  друзьях. Поэтому  я  писал  тебе.;Ошибка: друзьях.. Нужно использовать: творительный падеж. Правильно: друзьями
В любом случае, слово не легко определено, и употребление его, по крайной мере, зависит от самому индивидуалу.;Ошибка: индивидуалу. Нужно использовать: родительный падеж. Правильно: индивидуала
Интересным для меня было то, что современное значение слово анархизм» ассоциируется с беспорядком и насилием, но буквальное историческое значение слова – жить без иерархии, без правления».;Ошибка: слово. Нужно использовать: родительный падеж. Правильно: слова
Я не жалуюсь, не делаю тебе ни одного упрёка... вот и Оля свидетельница... ;Предложение правильное.
Чтение  и  письмо  били  натуральные  занятия.;Ошибка: занятия. Нужно использовать: творительный падеж. Правильно: занятиями
Маклафлин начал что-то записывать в свою тетрадь;Предложение правильное.
Eго сбрасывания ядовитых стоков в озеро Байкал, и так же складирование, захоронение и жжение опасных отходов на берегу озера.;Ошибка: жжение. Нужно использовать: родительный падеж. Правильно: жжения
Это самую старая книга в России .;Ошибка: самую. Нужно использовать: именительный падеж. Правильно: самая
, я думал, что (нет, уж конечно, этого не может быть, Настенька), я думал, что вы... я думал, что вы как-нибудь там...;Предложение правильное.
Напустили баб полон банк, не могу я доклада писать ;Предложение правильное.
Девушкам  идет  скромность,  а  парням -  мужественности.;Ошибка: мужественности. Нужно использовать: именительный падеж. Правильно: мужественность
Как он учил языками ;Ошибка: языками. Нужно использовать: винительный падеж. Правильно: языки
Приятно было то, что Левин получил от Кити обещанную записку: «Я здорова и весела. ;Предложение правильное.
Вы, мама да Катя, а я вот сбился и ничего не понимаю. ;Предложение правильное.
Там , на левого берегу реки , сейчас находится современный город Якутск , столица Республики Саха ( Якутия ) .;Ошибка: левого. Нужно использовать: предложный падеж. Правильно: левом
Не смотря на много протестов и эксперты против производства БЦБК, в 1995 комбинат увеличились на 25 В 1990-ых годах правительство России хотело бы прекращать производства комбинат по экономическим причинам, потому что Россия не получает большинство прибылей от компании.;Ошибка: эксперты. Нужно использовать: родительный падеж. Правильно: экспертов
Примерно десять лет назад в нашем городе начали строит дождевые сады, которые решают проблемы скопление воды на дорогах из-за сильных дождей.;Ошибка: скопление. Нужно использовать: родительный падеж. Правильно: скопления
Вы помните , сколько буквы в нём сейчас ;Ошибка: буквы. Нужно использовать: родительный падеж. Правильно: букв
Люди  боятся  то,  что  вс  эти  отходы  производства  из  наших  экологических  вредных  предприятий  наносят  непоправимый  вред,  и  это  вред  представляет  себя  изменением  климата.;Ошибка: изменением. Нужно использовать: винительный падеж. Правильно: изменение
какие признаки важны при описании здания или комнаты Важно знать стиль архитектуры, сколько этажей, размер здании и функция здании.;Ошибка: функция. Нужно использовать: винительный падеж. Правильно: функцию
Ирина  с  Майкл  ушли.;Ошибка: Майкл. Нужно использовать: творительный падеж. Правильно: Майклом
 Возьми в долг. ;Предложение правильное.
Подъехав к дому, Облонский высадил сестру, вздохнул, пожал её руку и поехал на работу. ;Предложение правильное.
Вронский понял, что дальнейшие попытки напрасны и что надо пробыть в Петербурге эти несколько дней, как в чужом городе, избегая всяких отношений с прежним светом. ;Предложение правильное.
  Знаете ли, почему я так рада ;Предложение правильное.
У них не было ясное решение, но по их мнению, можно использовать другие источники электроэнергии.;Ошибка: решение. Нужно использовать: родительный падеж. Правильно: решения
Вы одна, только вы одна можете понять меня. ;Предложение правильное.
Россия  самая безгосударственная, самая анархическая страна в мире. ;Предложение правильное.
Приезд его в Петербург и первое появление в свете было успешно. ;Предложение правильное.
Обязательно войдите в собору , и вы увидите , что внутри он тоже очень красивый .;Ошибка: собору. Нужно использовать: винительный падеж. Правильно: собор
Мы осознаем, что в этом регионе многие беспокоятся о потенциальном угрозе повторении Чернобыльской катастрофы, но от имени президента я хочу сказать, что для всех нас угроза глобального потепления намного хуже и более реальна.;Ошибка: потенциальном. Нужно использовать: предложный падеж. Правильно: потенциальной
Мой муж, быть может, честный, хороший человек, но ведь он лакей ;Предложение правильное.
Здание  было  построено 1902-1904  гг.  в  Невском  Проспект  в  Петербурге  под  управлением  архитектора  Павела  Сюзора.;Ошибка: Проспект. Нужно использовать: предложный падеж. Правильно: Проспекте
Он разговаривал со школьников по-русски , потом начал говорить по-английски , по-французски , по-немецки .;Ошибка: школьников. Нужно использовать: творительный падеж. Правильно: школьниками
Обратив лицо вверх, она смотрела на круги аэроплана: «Ну конечно, теперь он меня не видит ;Предложение правильное.
