Input;Output
- А вы , клауса , были в театре ?;Ошибка: клауса. Нужно использовать: именительный падеж. Правильно: Клаус
- Вы знаете , нину Ивановна , я был в Москве в театре и смотрел спектакль « Преступление и наказание » .;Ошибка: нину. Нужно использовать: именительный падеж. Правильно: Нина
Это самых известный роман Фёдора Михайловича Достоевского .;Ошибка: самых. Нужно использовать: именительный падеж. Правильно: самый
Особенно экранизацию русских романов !;Ошибка: экранизацию. Нужно использовать: именительный падеж. Правильно: экранизации
- Да , я видел английского фильм « Преступление и наказание » , он очень интересный .;Ошибка: английского. Нужно использовать: винительный падеж. Правильно: английский
Я читал этим роман на турецком языке .;Ошибка: этим. Нужно использовать: винительный падеж. Правильно: этот
Мне кажется , что можно посмотреть этим фильм и не читать роман на русском языке , в этом фильме всё , как в романе .;Ошибка: этим. Нужно использовать: винительный падеж. Правильно: этот
- А ещё есть прекрасного итальянский сериал « Анна Каренина » .;Ошибка: прекрасного. Нужно использовать: именительный падеж. Правильно: прекрасный
Он считается наихорошую зарубежной экранизацией этого романа .;Ошибка: наихорошую. Нужно использовать: творительный падеж. Правильно: лучшей
- « анну Каренина » — мой любимый роман Льва Николаевича Толстого .;Ошибка: анну. Нужно использовать: именительный падеж. Правильно: Анна
Он сложного , психологичный , но очень интересный .;Ошибка: сложного. Нужно использовать: именительный падеж. Правильно: сложный
Я смотрела и американских версии , и итальянский сериал , но мне больше нравится российская экранизация .;Ошибка: американских. Нужно использовать: винительный падеж. Правильно: американские
Советую вам все посмотреть её , потому что она точно передаёт сюжет романа .;Ошибка: все. Нужно использовать: дательный падеж. Правильно: всем
Будем считать , что это нашу далёкая цель , и мы к ней обязательно придём .;Ошибка: нашу. Нужно использовать: именительный падеж. Правильно: наша
- А я читала , правда , на японского языке роман Достоевского « Идиот » .;Ошибка: японского. Нужно использовать: предложный падеж. Правильно: японском
И ещё смотрела старого японский фильм нашего известного режиссёра Акиры Куросавы .;Ошибка: старого. Нужно использовать: винительный падеж. Правильно: старый
А потом посмотрела современного сериал по этому роману на русском языке и почти всё поняла .;Ошибка: современного. Нужно использовать: винительный падеж. Правильно: современный
Мне очень нравится главного герой романа князь Мышкин .;Ошибка: главного. Нужно использовать: именительный падеж. Правильно: главный
Он хорошего , добрый , чистый человек .;Ошибка: хорошего. Нужно использовать: именительный падеж. Правильно: хороший
Но такой человеку трудно жить среди недобрых , неискренних людей .;Ошибка: такой. Нужно использовать: дательный падеж. Правильно: такому
Мне было жаль его , и я очень переживала , особенно когда смотрела русского сериал .;Ошибка: русского. Нужно использовать: винительный падеж. Правильно: русский
князь Мышкина замечательно играет русский актёр Евгений Миронов .;Ошибка: князь. Нужно использовать: именительный падеж. Правильно: Князя
На экран « живой » , настоящий князь Мышкин .;Ошибка: экран. Нужно использовать: предложный падеж. Правильно: экране
прекрасного , но несчастный и больной человек .;Ошибка: прекрасного. Нужно использовать: именительный падеж. Правильно: Прекрасный
Я думаю , если вы хотите посмотреть российской экранизацию классики , сначала прочитайте этот роман на родном языке .;Ошибка: российской. Нужно использовать: винительный падеж. Правильно: российскую
картину Покраса Лампаса покупают члены королевских семей , его имя есть в Книге рекордов Гиннеса , он работает с международными компаниями и ездит по всему миру .;Ошибка: картину. Нужно использовать: именительный падеж. Правильно: Картины
именем художника означает « пойти покрасить » , — эту фразу часто используют уличные художники .;Ошибка: именем. Нужно использовать: именительный падеж. Правильно: Имя
Раньше этого молодого человека звали Арсений Пыженков .;Ошибка: молодого. Нужно использовать: винительный падеж. Правильно: молодого
Он родился в маленького городе Королёве недалеко от Москвы .;Ошибка: маленького. Нужно использовать: предложный падеж. Правильно: маленьком
Сейчас арсения официально изменил своё имя и фамилию в паспорте на Покрас Лампас и переехал жить в Санкт-Петербург .;Ошибка: арсения. Нужно использовать: именительный падеж. Правильно: Арсений
арсения начал рисовать , как и многие уличные художники , когда ему было 15–16 лет .;Ошибка: арсения. Нужно использовать: именительный падеж. Правильно: Арсений
В это временем он учился в колледже и каждый день ездил на электричке из родного города в Москву .;Ошибка: временем. Нужно использовать: винительный падеж. Правильно: время
сорок минут дороги он смотрел смотрел в окно на индустриальный пейзаж мимо которого он проезжал : это были стены и заборы с яркими граффити .;Ошибка: сорок. Нужно использовать: винительный падеж. Правильно: Сорок
Позже он и самим  решил попробовать свои силы в уличном искусстве .;Ошибка: самим. Нужно использовать: именительный падеж. Правильно: сам
Сначала он писал на стены и электричках свой псевдоним .;Ошибка: стены. Нужно использовать: предложный падеж. Правильно: стенах
« Часто приходилось убегать от полицию с баллончиком краски » , — сейчас с улыбкой вспоминает Покрас .;Ошибка: полицию. Нужно использовать: родительный падеж. Правильно: полиции
То , чем занимается покрас , называется « каллиграффити » .;Ошибка: покрас. Нужно использовать: именительный падеж. Правильно: Покрас
этим термин состоит из двух слов — « каллиграфия » и « граффити » .;Ошибка: этим. Нужно использовать: именительный падеж. Правильно: Этот
А это его первую работа , которая принесла ему мировую известность .;Ошибка: первую. Нужно использовать: именительный падеж. Правильно: первая
В сентябрь 2015 года Покрас приехал в Москву , и на крыше бывшей фабрики « Красный Октябрь » появилась самая большая в мире каллиграфия .;Ошибка: сентябрь. Нужно использовать: предложный падеж. Правильно: сентябре
площадь рисунка — 1625 квадратных метров .;Ошибка: площадь. Нужно использовать: именительный падеж. Правильно: Площадь
эту каллиграфия теперь в Книге рекордов Гиннеса , потому что она самая большая в мире .;Ошибка: эту. Нужно использовать: именительный падеж. Правильно: Эта
Это единственную картина в России , которую можно увидеть даже из космоса .;Ошибка: единственную. Нужно использовать: именительный падеж. Правильно: единственная
В 2017 год он приехал в Рим и работал на крыше знаменитого римского « Квадратного Колизея » .;Ошибка: год. Нужно использовать: предложный падеж. Правильно: году
площадь этой работы 1250 квадратных метров .;Ошибка: площадь. Нужно использовать: именительный падеж. Правильно: Площадь
детей не должны ходить в школу одни , родители должны отводить их в школу и приводить из школы домой .;Ошибка: детей. Нужно использовать: именительный падеж. Правильно: Дети
Зимой нельзя выносить маленьких детей на улицу и даже подносить их к окну , они могут заболеть !;Ошибка: маленьких. Нужно использовать: винительный падеж. Правильно: маленьких
Когда вы выходите на прогулкой с ребёнком , сначала надо вынести из дома на улицу коляску , а потом ребёнка .;Ошибка: прогулкой. Нужно использовать: винительный падеж. Правильно: прогулку
Очень внимательно и осторожно перевозите коляской с ребёнком через дорогу !;Ошибка: коляской. Нужно использовать: винительный падеж. Правильно: коляску
Если вы уехали в отпуском без детей , обязательно привезите им из отпуска много подарков .;Ошибка: отпуском. Нужно использовать: винительный падеж. Правильно: отпуск
Когда в магазин ваша дочь плачет и просит купить ей куклу , подведите её к отделу , в котором продают шоколадные конфеты .;Ошибка: магазин. Нужно использовать: предложный падеж. Правильно: магазине
Если вашим сын привёл к себе друзей , вы должны приготовить им бутерброды и уйти из дома .;Ошибка: вашим. Нужно использовать: именительный падеж. Правильно: ваш
константина Эдуардович Циолковский ( 1857–1935 ) — гениальный русский учёный и изобретатель .;Ошибка: константина. Нужно использовать: именительный падеж. Правильно: Константин
Его называют « дедушку русской космонавтики » , потому что он был создателем теории космических полётов .;Ошибка: дедушку. Нужно использовать: творительный падеж. Правильно: дедушкой
Кстати , он писал не только научными работы , но и научную фантастику .;Ошибка: научными. Нужно использовать: винительный падеж. Правильно: научные
Например , в начало двадцатого века он написал роман « Вне Земли » , в котором рассказал о жизни людей на космических станциях .;Ошибка: начало. Нужно использовать: предложный падеж. Правильно: начале
В город Калуге находится Дом-музей Циолковского , здесь учёный жил и работал больше сорока лет .;Ошибка: город. Нужно использовать: предложный падеж. Правильно: городе
Вскоре после возвращение из полёта в космос Юрий Гагарин посетил Калугу и написал : « С большим волнением побывал в доме , где жил и творил Константин Эдуардович .;Ошибка: возвращение. Нужно использовать: родительный падеж. Правильно: возвращения
Очень счастлив , что мне первый удалось осуществить мечту Циолковского » .;Ошибка: первый. Нужно использовать: дательный падеж. Правильно: первому
В конец двадцатых годов прошлого века вся наша страна увлеклась футболом .;Ошибка: конец. Нужно использовать: предложный падеж. Правильно: конце
Он стал самое популярным видом спорта .;Ошибка: самое. Нужно использовать: творительный падеж. Правильно: самым
В разных городах создавали свои футбольные команды .;Ошибка: разных. Нужно использовать: предложный падеж. Правильно: разных
Были такие команды и в городе Калуге .;Ошибка: такие. Нужно использовать: именительный падеж. Правильно: такие
Однажды во временем матча должны были бить пенальти .;Ошибка: временем. Нужно использовать: винительный падеж. Правильно: время
Неожиданно на поли появился старик .;Ошибка: поли. Нужно использовать: предложный падеж. Правильно: поле
Этого старика часто видели на стадионе , он любил смотреть футбол .;Ошибка: старика. Нужно использовать: винительный падеж. Правильно: старика
— А сможешь , дедушку ?;Ошибка: дедушку. Нужно использовать: именительный падеж. Правильно: дедушка
— засмеялся футболиста , который должен был бить пенальти .;Ошибка: футболиста. Нужно использовать: именительный падеж. Правильно: футболист
— и старика ударил ногой по мячу .;Ошибка: старика. Нужно использовать: именительный падеж. Правильно: старик
всем стадион видел , что мяч летит мимо ворот .;Ошибка: всем. Нужно использовать: винительный падеж. Правильно: Весь
вратаря улыбался .;Ошибка: вратаря. Нужно использовать: именительный падеж. Правильно: Вратарь
И вдруг мячом попал в ворота !;Ошибка: мячом. Нужно использовать: именительный падеж. Правильно: мяч
После этого матч несколько раз старик приходил на тренировки и учил футболистов бить по мячу так , чтобы он летел в цель не по прямой линии .;Ошибка: матч. Нужно использовать: родительный падеж. Правильно: матча
Никто не спрашивал этого « тренер » , как его зовут , кто он .;Ошибка: тренер. Нужно использовать: винительный падеж. Правильно: тренера
спортсменов звали его просто « дед » .;Ошибка: спортсменов. Нужно использовать: именительный падеж. Правильно: Спортсмены
А после смерть великого русского учёного Константина Эдуардовича Циолковского калужские футболисты увидели в городе его портреты и узнали своего « деда » .;Ошибка: смерть. Нужно использовать: родительный падеж. Правильно: смерти
один из главных увлечений лауреата Нобелевской премии , писателя и философа Альбера Камю был футбол .;Ошибка: один. Нужно использовать: творительный падеж. Правильно: Одним
Он родился в алжир и в юности долгое время учился и одновременно серьёзно тренировался .;Ошибка: алжир. Нужно использовать: предложный падеж. Правильно: Алжире
Его спортивную карьера была успешной .;Ошибка: спортивную. Нужно использовать: именительный падеж. Правильно: спортивная
Он был главного вратарём алжирской команды .;Ошибка: главного. Нужно использовать: творительный падеж. Правильно: главным
До конец жизни Камю любил футбол и часто посещал футбольные матчи .;Ошибка: конец. Нужно использовать: родительный падеж. Правильно: конца
альбера Камю писал : « Всем , что я знаю о морали и человеческом долге , я обязан футболу .;Ошибка: альбера. Нужно использовать: именительный падеж. Правильно: Альбер
Потому что мячом никогда не появлялся из-за угла , его я ждал » .;Ошибка: мячом. Нужно использовать: именительный падеж. Правильно: мяч
А некоторые известные писатели были врачами .;Ошибка: некоторые. Нужно использовать: именительный падеж. Правильно: некоторые
знаменитого английский писатель Артур Конан Дойл закончил медицинский факультет Эдинбургского университета .;Ошибка: знаменитого. Нужно использовать: именительный падеж. Правильно: Знаменитый
врачебную практикой он занимался 10 лет и даже работал врачом на корабле .;Ошибка: врачебную. Нужно использовать: творительный падеж. Правильно: Врачебной
Он оставил профессией врача , только когда вышел его первый рассказ из книги « Приключения Шерлока Холмса » .;Ошибка: профессией. Нужно использовать: винительный падеж. Правильно: профессию
До этого он уже опубликовал много произведения и был известным писателем .;Ошибка: произведения. Нужно использовать: родительный падеж. Правильно: произведений
одного из великих писателей и гуманистов эпохи Ренессанса Франсуа Рабле должен был стать священником , но он ушёл из монастыря , где получил хорошее образование , и начал изучать медицину .;Ошибка: одного. Нужно использовать: именительный падеж. Правильно: Один
рабле занимался медициной и литературой одновременно .;Ошибка: рабле. Нужно использовать: именительный падеж. Правильно: Рабле
своим всемирно известный роман « Гаргантюа и Пантагрюэль » он написал , когда работал врачом .;Ошибка: своим. Нужно использовать: винительный падеж. Правильно: Свой
самое известным русским писателем- врачом был Антон Павлович Чехов .;Ошибка: самое. Нужно использовать: творительный падеж. Правильно: Самым
своими первые литературные произведения он написал ещё в школьные годы .;Ошибка: своими. Нужно использовать: винительный падеж. Правильно: Свои
Но после гимназию Чехов решил поступить в Московский университет на медицинский факультет .;Ошибка: гимназию. Нужно использовать: родительный падеж. Правильно: гимназии
чехова лечил больных , даже когда уже был известным писателем .;Ошибка: чехова. Нужно использовать: именительный падеж. Правильно: Чехов
бедный людей он лечил бесплатно .;Ошибка: бедный. Нужно использовать: винительный падеж. Правильно: Бедных
медицинское образование получил и композитор Александр Порфирьевич Бородин , который написал одну из лучших русских опер « Князь Игорь » .;Ошибка: медицинское. Нужно использовать: винительный падеж. Правильно: Медицинское
Когда бородина учился в медицинской академии , он увлёкся химией .;Ошибка: бородина. Нужно использовать: именительный падеж. Правильно: Бородин
Его учителя , крупные химики , считали , что музыка мешает ему реализоваться как большому учёному-химику .;Ошибка: учителя. Нужно использовать: именительный падеж. Правильно: учителя
Но бородина и потом не только писал музыку , но и серьёзно занимался наукой и сделал несколько открытий .;Ошибка: бородина. Нужно использовать: именительный падеж. Правильно: Бородин
В середину двадцатого века музыка оперы Бородина « Князь Игорь » стала основой американского мюзикла « Кисмет » , а ещё через несколько десятилетий рэпер Уоррен Джи написал композицию на музыку хора « Улетай на крыльях ветра » из этой оперы .;Ошибка: середину. Нужно использовать: предложный падеж. Правильно: середине
Можете ли вы назвать другие известных людей , которые были не только писателями , артистами , композиторами , но ещё и врачами , учёными ?;Ошибка: другие. Нужно использовать: винительный падеж. Правильно: других
пола Маккартни Пол Маккартни с детства увлекался живописью .;Ошибка: пола. Нужно использовать: именительный падеж. Правильно: Пол
Когда он стал известного музыкантом , он продолжал развивать свой талант художника .;Ошибка: известного. Нужно использовать: творительный падеж. Правильно: известным
Его картину высоко ценят критики .;Ошибка: картину. Нужно использовать: именительный падеж. Правильно: картины
энтони Хопкинс не имеет художественного образования .;Ошибка: энтони. Нужно использовать: именительный падеж. Правильно: Энтони
А людей нравится не только его игра как актёра , но и его примитивные рисунки .;Ошибка: людей. Нужно использовать: дательный падеж. Правильно: людям
Но стал известен всё миру как певец и руководитель группы « Квин » .;Ошибка: всё. Нужно использовать: дательный падеж. Правильно: всему
ей необычные рисунки всегда передавали её настроение и характер .;Ошибка: ей. Нужно использовать: именительный падеж. Правильно: Её
Может быть , вы знаете другие известных людей , которые реализовались не только в своей профессии ?;Ошибка: другие. Нужно использовать: винительный падеж. Правильно: других
В российские школах и университетах начинают учиться 1 сентября .;Ошибка: российские. Нужно использовать: предложный падеж. Правильно: российских
школьников кончают заниматься в мае , и у них начинаются каникулы .;Ошибка: школьников. Нужно использовать: именительный падеж. Правильно: Школьники
А студентов продолжают учиться и в июне-июле сдают экзамены .;Ошибка: студентов. Нужно использовать: именительный падеж. Правильно: студенты
Это временем называется летней экзаменационной сессией .;Ошибка: временем. Нужно использовать: именительный падеж. Правильно: время
В середину учебного в январе кончается первый семестр , и студенты начинают сдавать экзамены .;Ошибка: середину. Нужно использовать: предложный падеж. Правильно: середине
После сессию начинаются зимние каникулы , которые обычно продолжаются две недели .;Ошибка: сессию. Нужно использовать: родительный падеж. Правильно: сессии
Они кончаются в февраль , и начинается второй семестр .;Ошибка: февраль. Нужно использовать: предложный падеж. Правильно: феврале
А когда начинается и когда кончается учебного год в вашей стране ?;Ошибка: учебного. Нужно использовать: винительный падеж. Правильно: учебный
Сколько время он продолжается ?;Ошибка: время. Нужно использовать: родительный падеж. Правильно: времени
Когда наконец начнётся жизнью ?;Ошибка: жизнью. Нужно использовать: именительный падеж. Правильно: жизнь
нашу работа занимает очень большую часть нашей жизни .;Ошибка: нашу. Нужно использовать: именительный падеж. Правильно: Наша
Многие проводят на работу почти всю свою жизнь .;Ошибка: работу. Нужно использовать: предложный падеж. Правильно: работе
В разных странах люди начинают работать по-разному .;Ошибка: разных. Нужно использовать: предложный падеж. Правильно: разных
Например , в данию магазины и банки открываются достаточно рано , в 8 часов утра .;Ошибка: данию. Нужно использовать: предложный падеж. Правильно: Дании
офисных работники начинают свой рабочий день примерно в это же время , и он продолжается до половины шестого .;Ошибка: офисных. Нужно использовать: именительный падеж. Правильно: Офисные
магазине в маленьких городах закрываются рано , а в выходные часто не работают .;Ошибка: магазине. Нужно использовать: именительный падеж. Правильно: Магазины
В швейцарию рабочая неделя продолжается в среднем 35 часов .;Ошибка: швейцарию. Нужно использовать: предложный падеж. Правильно: Швейцарии
рабочего день обычного швейцарца начинается рано , в 8 утра , и продолжается , как и в Дании , до половины шестого с небольшим перерывом на обед .;Ошибка: рабочего. Нужно использовать: именительный падеж. Правильно: Рабочий
Однако очень часто швейцарцев заканчивают работать намного позже .;Ошибка: швейцарцев. Нужно использовать: именительный падеж. Правильно: швейцарцы
Вечером на улицу обычно очень мало людей , потому что все рано ложатся спать .;Ошибка: улицу. Нужно использовать: предложный падеж. Правильно: улице
В испанию с понедельника по субботу всё открывается обычно в 9.30 , а в 13.30 закрывается .;Ошибка: испанию. Нужно использовать: предложный падеж. Правильно: Испании
В это временем начинается сиеста , обычно она продолжается три часа .;Ошибка: временем. Нужно использовать: винительный падеж. Правильно: время
После сиесту снова продолжается рабочий день .;Ошибка: сиесту. Нужно использовать: родительный падеж. Правильно: сиесты
В туристического сезон многие магазины и торговые центры в городах около моря продолжают работать до позднего вечера .;Ошибка: туристического. Нужно использовать: винительный падеж. Правильно: туристический
В китай существует система , которая называется 996 .;Ошибка: китай. Нужно использовать: предложный падеж. Правильно: Китае
Это значит , что рабочего день начинается в 9 часов утра и заканчивается в 9 часов вечера , а рабочая неделя продолжается 6 дней .;Ошибка: рабочего. Нужно использовать: именительный падеж. Правильно: рабочий
В японию рабочий день очень длинный — он продолжается в среднем 12–14 часов .;Ошибка: японию. Нужно использовать: предложный падеж. Правильно: Японии
Очень часто японцев начинают работу раньше , чем нужно .;Ошибка: японцев. Нужно использовать: именительный падеж. Правильно: японцы
Это вполне обычно , когда японца приходит на рабочее место раньше начала рабочего дня на полчаса или час .;Ошибка: японца. Нужно использовать: именительный падеж. Правильно: японец
магазины , аптеки и банки начинают работать в 9 часов .;Ошибка: магазины. Нужно использовать: именительный падеж. Правильно: Магазины
В россию обычный рабочий день начинается в 9 часов утра и заканчивается в 6 часов вечера .;Ошибка: россию. Нужно использовать: предложный падеж. Правильно: России
Примерно в часом или в два начинается перерыв на обед .;Ошибка: часом. Нужно использовать: винительный падеж. Правильно: час
занятие в университетах обычно тоже начинаются в 9 часов , а в школах ещё раньше — в 8.30 .;Ошибка: занятие. Нужно использовать: именительный падеж. Правильно: Занятия
супермаркеты и аптеки обычно начинают работать в 8 часов и заканчивают в 10 или 11 , а многие работают круглосуточно .;Ошибка: супермаркеты. Нужно использовать: именительный падеж. Правильно: Супермаркеты
альберта Эйнштейн — один из самых известных учёных нашей планеты .;Ошибка: альберта. Нужно использовать: именительный падеж. Правильно: Альберт
нобелевского лауреат по физике , Эйнштейн полностью изменил наше представление о Вселенной .;Ошибка: нобелевского. Нужно использовать: именительный падеж. Правильно: Нобелевский
Родился альберта Эйнштейн в Германии в 1878 году , прожил 76 лет и умер 18 апреля 1955 года в США , где работал последние 15 лет своей жизни .;Ошибка: альберта. Нужно использовать: именительный падеж. Правильно: Альберт
Но альберта Эйнштейн был не только учёным , он был ещё и очень интересным человеком с большим чувством юмора .;Ошибка: альберта. Нужно использовать: именительный падеж. Правильно: Альберт
Известно много смешными историй из его жизни , и мы хотим познакомить вас с некоторыми из них .;Ошибка: смешными. Нужно использовать: родительный падеж. Правильно: смешных
эйнштейна был очень знаменит .;Ошибка: эйнштейна. Нужно использовать: именительный падеж. Правильно: Эйнштейн
Часто , когда людей видели его на улице , они останавливались и спрашивали , он ли это .;Ошибка: людей. Нужно использовать: именительный падеж. Правильно: люди
эйнштейна обычно отвечал : « Извините , нет , но меня часто путают с Альбертом Эйнштейном » .;Ошибка: эйнштейна. Нужно использовать: именительный падеж. Правильно: Эйнштейн
В первую половине 20 века самыми известными в мире были два человека — учёный Альберт Эйнштейн и актёр Чарли Чаплин .;Ошибка: первую. Нужно использовать: предложный падеж. Правильно: первой
Когда в кине появился замечательный американский фильм « Золотая лихорадка » , в котором играл Чарли Чаплин , Эйнштейн написал актёру : « Я восхищаюсь Вашим фильмом , который понятен всему миру .;Ошибка: кине. Нужно использовать: предложный падеж. Правильно: кино
Вы несомненно станете великого человеком » .;Ошибка: великого. Нужно использовать: творительный падеж. Правильно: великим
чарли Чаплин ответил ему : « Я восхищаюсь Вами ещё больше , Ваша теория непонятна никому в мире , но Вы уже стали великим человеком » .;Ошибка: чарли. Нужно использовать: именительный падеж. Правильно: Чарли
Известно , что эйнштейна любил играть на скрипке .;Ошибка: эйнштейна. Нужно использовать: именительный падеж. Правильно: Эйнштейн
Однажды он выступал на благотворительного концерте вместе со знаменитым виолончелистом Григорием Пятигорским .;Ошибка: благотворительного. Нужно использовать: предложный падеж. Правильно: благотворительном
В зал находился журналист , который должен был написать статью об этом концерте .;Ошибка: зал. Нужно использовать: предложный падеж. Правильно: зале
